,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,interest_rate,is_renter,state_grouped,log_transformed_annual_income,log_transformed_debit_to_income,months_since_last_delinq,inquiries_last_12m,months_since_90d_late,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,interest_rate,square_months_since_last_delinq,never_late_payment,delinq_risk_category,log_total_debit_limit,log_num_active_debit_accounts,has_bankruptcy,loan_purpose,application_type,loan_amount,installment,interest_rate
1421,3.0,VA,OWN,116000.0,Not Verified,19.63,12.62,0,other,11.661354090741,3.0267463270831603,119.0,1,129.0,5,2,26200,0,100.0,0,12.62,14161.0,1,Perfect,10.173552856959743,1.0986122886681098,0,debt_consolidation,individual,10500,351.87,12.62
1422,5.0,IL,OWN,46000.0,Source Verified,28.23,9.44,0,IL,10.736418414365376,3.3751955791231545,119.0,3,129.0,7,2,13500,1,100.0,0,9.44,14161.0,1,Perfect,9.510519035757246,1.0986122886681098,0,credit_card,joint,6000,192.03,9.44
1423,10.0,FL,MORTGAGE,75610.0,Source Verified,24.45,16.01,0,FL,11.233357054228645,3.2367157429965316,42.0,4,129.0,5,1,40700,4,97.1,0,16.01,1764.0,1,Low Risk,10.614007941153417,0.6931471805599453,0,other,joint,5525,194.27,16.01
1424,10.0,TX,RENT,38168.0,Source Verified,23.74,11.98,1,TX,10.549778946810811,3.208421366964342,119.0,11,129.0,6,3,25600,0,100.0,0,11.98,14161.0,1,Perfect,10.150386692204734,1.3862943611198906,0,debt_consolidation,individual,5900,195.91,11.98
1425,3.0,NH,RENT,65000.0,Not Verified,14.22,6.07,1,other,11.082157933374816,2.7226103524335397,119.0,0,129.0,2,4,13600,0,100.0,0,6.07,14161.0,1,Perfect,9.517898598432753,1.6094379124341003,0,credit_card,individual,13600,414.17,6.07
1426,7.0,NJ,OWN,35000.0,Verified,15.23,17.47,0,NJ,10.463131911491967,2.7868613815264998,119.0,0,129.0,1,4,17500,0,100.0,0,17.47,14161.0,1,Perfect,9.770013301136158,1.6094379124341003,0,credit_card,individual,12000,430.65,17.47
1427,7.0,PA,MORTGAGE,125000.0,Not Verified,25.07,10.91,0,other,11.736077016252437,3.2607852279454104,4.0,0,33.0,5,5,66000,3,93.2,0,10.91,16.0,0,Moderate Risk,11.097425172408931,1.791759469228055,0,credit_card,individual,20000,653.93,10.91
1428,10.0,MA,RENT,33195.0,Verified,47.71,21.85,1,other,10.410184665718338,3.8858843478184513,42.0,2,42.0,7,6,23600,0,87.5,0,21.85,1764.0,0,Moderate Risk,10.069044362997353,1.9459101490553132,0,debt_consolidation,joint,23000,876.6,21.85
1429,10.0,ND,OWN,80000.0,Verified,24.17,30.79,0,other,11.289794413577894,3.2256528091472245,119.0,2,129.0,5,7,51700,2,100.0,0,30.79,14161.0,1,Perfect,10.853232402669228,2.0794415416798357,0,debt_consolidation,individual,25000,821.01,30.79
1430,10.0,CT,RENT,139000.0,Not Verified,13.55,7.96,1,other,11.842236406331555,2.6775909936175015,31.0,3,31.0,3,4,18200,7,85.2,0,7.96,961.0,0,Moderate Risk,9.809231816610408,1.6094379124341003,0,debt_consolidation,individual,19000,595.05,7.96
1431,4.0,FL,MORTGAGE,30000.0,Source Verified,20.54,10.42,0,FL,10.308985993422082,3.0699116717282426,119.0,3,129.0,7,2,8000,3,100.0,1,10.42,14161.0,1,Perfect,8.987321812850125,1.0986122886681098,1,other,individual,1500,48.7,10.42
1432,10.0,SC,OWN,50000.0,Verified,4.7,6.72,0,other,10.819798284210286,1.7404661748405046,119.0,0,129.0,0,1,20400,0,100.0,0,6.72,14161.0,1,Perfect,9.923339198238729,0.6931471805599453,0,other,individual,15000,461.24,6.72
1433,6.0,IL,RENT,65000.0,Not Verified,24.0,14.07,1,IL,11.082157933374816,3.2188758248682006,119.0,0,129.0,2,2,14500,0,100.0,0,14.07,14161.0,1,Perfect,9.581972891547895,1.0986122886681098,0,debt_consolidation,individual,25000,582.62,14.07
1434,2.0,NJ,MORTGAGE,65000.0,Verified,3.67,15.05,0,NJ,11.082157933374816,1.541159071680806,10.0,1,10.0,5,3,3000,2,73.3,0,15.05,100.0,0,High Risk,8.006700845440367,1.3862943611198906,0,other,individual,5600,194.27,15.05
1435,10.0,AZ,MORTGAGE,65000.0,Source Verified,24.15,13.59,0,other,11.082157933374816,3.224857896545748,48.0,0,129.0,1,3,13500,1,95.0,0,13.59,2304.0,1,Moderate Risk,9.510519035757246,1.3862943611198906,0,major_purchase,joint,7000,237.86,13.59
1436,10.0,CA,RENT,120000.0,Source Verified,5.82,12.62,1,CA,11.695255355062795,1.9198594718553708,47.0,1,49.0,4,2,4500,2,76.5,0,12.62,2209.0,0,High Risk,8.412054873292933,1.0986122886681098,0,other,individual,35000,1172.9,12.62
1437,10.0,MN,OWN,45000.0,Not Verified,9.68,6.08,0,other,10.714439990727769,2.3683728335320486,119.0,0,129.0,2,2,21000,0,100.0,0,6.08,14161.0,1,Perfect,9.952325334619427,1.0986122886681098,0,home_improvement,individual,8000,243.67,6.08
1438,6.0,CT,RENT,28790.0,Not Verified,20.84,10.91,1,other,10.267818117285737,3.083743150876704,119.0,0,129.0,0,2,7500,0,100.0,1,10.91,14161.0,1,Perfect,8.922791623969637,1.0986122886681098,1,debt_consolidation,joint,18000,588.54,10.91
1439,10.0,KY,RENT,89000.0,Verified,21.48,16.01,1,other,11.39640288460621,3.1126260250254902,119.0,3,129.0,12,5,19900,0,100.0,0,16.01,14161.0,1,Perfect,9.898525260706313,1.791759469228055,0,debt_consolidation,individual,30000,1054.86,16.01
1440,6.0,MD,MORTGAGE,65000.0,Source Verified,4.87,9.44,0,other,11.082157933374816,1.7698546338400052,46.0,1,129.0,4,4,37800,1,93.3,0,9.44,2116.0,1,Moderate Risk,10.540090836284206,1.6094379124341003,0,debt_consolidation,individual,15000,480.08,9.44
1441,10.0,CT,OWN,62000.0,Not Verified,35.5,10.41,0,other,11.034905792929415,3.597312260588446,119.0,1,129.0,4,4,51700,1,100.0,0,10.41,14161.0,1,Perfect,10.853232402669228,1.6094379124341003,0,credit_card,individual,4800,155.81,10.41
1442,6.0,FL,MORTGAGE,60000.0,Not Verified,30.92,10.42,0,FL,11.002116507732017,3.463232772581608,119.0,0,129.0,2,5,22800,1,94.7,0,10.42,14161.0,1,Moderate Risk,10.034559673629849,1.791759469228055,0,debt_consolidation,joint,21000,450.55,10.42
1443,8.0,OH,MORTGAGE,91000.0,Source Verified,19.69,10.42,0,OH,11.418625774449598,3.029650491757452,119.0,2,129.0,6,7,38300,1,100.0,1,10.42,14161.0,1,Perfect,10.55323128448846,2.0794415416798357,1,credit_card,joint,12500,405.81,10.42
1444,5.0,IL,MORTGAGE,112000.0,Source Verified,17.65,5.32,0,IL,11.626263078808801,2.9258461460898246,66.0,7,129.0,11,5,33800,1,97.4,1,5.32,4356.0,1,Low Risk,10.428245666832275,1.791759469228055,1,debt_consolidation,individual,13000,391.5,5.32
1445,2.0,TX,MORTGAGE,92000.0,Not Verified,19.67,10.9,0,TX,11.429554725537322,3.028683373693677,119.0,1,129.0,0,5,37600,2,100.0,0,10.9,14161.0,1,Perfect,10.534785924769006,1.791759469228055,0,debt_consolidation,joint,28000,607.4,10.9
1446,4.0,AL,OWN,87000.0,Verified,10.0,13.59,0,other,11.373674891823535,2.3978952727983707,119.0,0,129.0,2,2,8000,0,100.0,0,13.59,14161.0,1,Perfect,8.987321812850125,1.0986122886681098,0,credit_card,individual,10300,349.99,13.59
1447,8.0,TX,OWN,30000.0,Source Verified,5.56,9.92,0,TX,10.308985993422082,1.8809906029559975,119.0,1,129.0,3,2,3000,0,95.0,0,9.92,14161.0,1,Moderate Risk,8.006700845440367,1.0986122886681098,0,other,individual,6400,206.27,9.92
1448,3.0,SC,OWN,52000.0,Verified,27.77,21.85,0,other,10.859018228147887,3.3593331775634567,119.0,6,129.0,8,1,6000,0,100.0,0,21.85,14161.0,1,Perfect,8.699681400989514,0.6931471805599453,0,other,individual,10000,381.13,21.85
1449,6.0,NY,MORTGAGE,67846.0,Not Verified,11.53,7.35,0,NY,11.12501044910495,2.528125768907977,119.0,1,129.0,4,2,5000,1,100.0,0,7.35,14161.0,1,Perfect,8.517393171418904,1.0986122886681098,0,home_improvement,individual,2500,77.6,7.35
1450,0.0,NY,RENT,140000.0,Source Verified,11.85,11.99,1,NY,11.849404844423074,2.553343811341229,119.0,0,129.0,1,4,22600,0,100.0,0,11.99,14161.0,1,Perfect,10.025749432069084,1.6094379124341003,0,debt_consolidation,individual,30000,667.19,11.99
1451,10.0,NY,RENT,50000.0,Verified,16.56,24.84,1,NY,10.819798284210286,2.8656235882069705,119.0,1,129.0,0,8,23750,1,100.0,0,24.84,14161.0,1,Perfect,10.075379913839543,2.1972245773362196,0,debt_consolidation,individual,22500,658.3,24.84
1452,10.0,NY,MORTGAGE,125000.0,Not Verified,11.29,6.71,0,NY,11.736077016252437,2.5087859235779435,29.0,6,129.0,6,0,7000,7,80.6,0,6.71,841.0,1,Moderate Risk,8.853808274977197,0.0,0,home_improvement,individual,5000,153.73,6.71
1454,3.0,NJ,RENT,30000.0,Source Verified,33.72,13.59,1,NJ,10.308985993422082,3.5473158897921495,26.0,1,26.0,2,3,10100,1,91.7,0,13.59,676.0,0,Moderate Risk,9.220389707829185,1.3862943611198906,0,debt_consolidation,joint,3600,122.33,13.59
1455,2.0,WI,RENT,36000.0,Not Verified,7.97,12.61,1,other,10.491301994830229,2.1938856760707046,17.0,1,129.0,3,3,11500,0,96.7,0,12.61,289.0,1,Low Risk,9.350189267092581,1.3862943611198906,0,credit_card,individual,6800,227.85,12.61
1456,6.0,ID,MORTGAGE,120000.0,Source Verified,28.98,15.05,0,other,11.695255355062795,3.4005304926744517,119.0,2,129.0,2,4,43700,5,100.0,0,15.05,14161.0,1,Perfect,10.685126264117057,1.6094379124341003,0,credit_card,joint,34725,827.02,15.05
1457,8.0,IL,RENT,125000.0,Source Verified,3.19,14.07,1,IL,11.736077016252437,1.4327007339340463,9.0,1,129.0,4,5,11900,0,100.0,0,14.07,81.0,1,Perfect,9.38437770918244,1.791759469228055,0,home_improvement,individual,35000,1197.41,14.07
1458,4.0,OH,MORTGAGE,35000.0,Source Verified,32.56,20.39,0,OH,10.463131911491967,3.5133348815990053,60.0,3,129.0,6,2,9600,1,95.7,0,20.39,3600.0,1,Low Risk,9.169622538697624,1.0986122886681098,0,debt_consolidation,joint,30000,1120.88,20.39
1459,6.0,WA,RENT,42000.0,Not Verified,17.63,13.59,1,other,10.645448706505872,2.924773184613497,20.0,2,129.0,5,2,6200,2,76.5,0,13.59,400.0,1,High Risk,8.732465848349879,1.0986122886681098,0,debt_consolidation,individual,17000,577.65,13.59
1460,10.0,VA,OWN,120000.0,Source Verified,16.11,10.9,0,other,11.695255355062795,2.839663087904102,43.0,0,129.0,2,3,65000,4,96.0,0,10.9,1849.0,1,Low Risk,11.082157933374816,1.3862943611198906,0,other,individual,3000,98.08,10.9
1461,10.0,CA,MORTGAGE,60000.0,Verified,0.0,10.42,0,CA,11.002116507732017,0.0,119.0,0,129.0,2,0,2400,3,100.0,0,10.42,14161.0,1,Perfect,7.783640596221253,0.0,0,debt_consolidation,joint,15000,321.82,10.42
1462,0.0,NY,RENT,100000.0,Not Verified,16.94,10.91,1,NY,11.51293546492023,2.88703285663065,6.0,1,129.0,5,4,64700,0,100.0,0,10.91,36.0,1,Perfect,11.07753193632009,1.6094379124341003,0,debt_consolidation,individual,24000,784.71,10.91
1463,2.0,PA,RENT,43000.0,Source Verified,17.14,9.92,1,other,10.668978650219241,2.8981194446869907,119.0,2,129.0,4,0,2000,0,100.0,0,9.92,14161.0,1,Perfect,7.601402334583733,0.0,0,credit_card,individual,6000,193.38,9.92
1464,10.0,TX,OWN,20000.0,Not Verified,27.43,12.61,0,TX,9.90353755128617,3.3474449256629084,119.0,0,129.0,2,1,3000,0,100.0,1,12.61,14161.0,1,Perfect,8.006700845440367,0.6931471805599453,1,other,joint,8000,268.06,12.61
1465,1.0,CA,RENT,110000.0,Source Verified,6.72,12.61,1,CA,11.608244735642321,2.0438143640366846,119.0,3,129.0,7,2,29400,0,100.0,0,12.61,14161.0,1,Perfect,10.288783966353765,1.0986122886681098,0,debt_consolidation,individual,16000,536.11,12.61
1466,9.0,AZ,MORTGAGE,110000.0,Verified,38.3,7.96,0,other,11.608244735642321,3.6712245188752153,119.0,6,129.0,6,5,18100,2,100.0,1,7.96,14161.0,1,Perfect,9.803722464346553,1.791759469228055,1,credit_card,joint,30000,939.54,7.96
1467,1.0,MI,MORTGAGE,12000.0,Not Verified,5.6,5.32,0,other,9.392745258631441,1.8870696490323797,119.0,0,129.0,2,3,44800,0,100.0,0,5.32,14161.0,1,Perfect,10.709985739582528,1.3862943611198906,0,debt_consolidation,joint,40000,1204.6,5.32
1468,6.0,OK,OWN,41969.0,Source Verified,6.63,16.02,0,other,10.644710356327636,2.0320878452963655,119.0,3,129.0,4,2,8800,1,100.0,0,16.02,14161.0,1,Perfect,9.082620630373812,1.0986122886681098,0,other,joint,7000,246.17,16.02
1469,1.0,CA,RENT,185000.0,Not Verified,9.22,9.92,1,CA,12.128116509451258,2.3243465847755584,119.0,1,129.0,1,2,81500,0,100.0,0,9.92,14161.0,1,Perfect,11.308370569092329,1.0986122886681098,0,credit_card,individual,15000,483.45,9.92
1470,1.0,OR,OWN,35000.0,Source Verified,10.29,11.98,0,other,10.463131911491967,2.4239173781615704,119.0,0,129.0,1,3,19500,0,100.0,0,11.98,14161.0,1,Perfect,9.87822102528824,1.3862943611198906,0,debt_consolidation,individual,12000,398.46,11.98
1471,2.0,NY,RENT,50000.0,Not Verified,31.88,6.08,1,NY,10.819798284210286,3.492864570187979,119.0,0,129.0,2,3,51700,0,100.0,0,6.08,14161.0,1,Perfect,10.853232402669228,1.3862943611198906,0,credit_card,individual,6000,182.75,6.08
1472,1.0,MA,MORTGAGE,91000.0,Source Verified,11.79,9.44,0,other,11.418625774449598,2.548663615590751,119.0,1,129.0,1,5,23000,2,100.0,0,9.44,14161.0,1,Perfect,10.043292972227004,1.791759469228055,0,debt_consolidation,individual,26650,852.94,9.44
1473,8.0,WI,MORTGAGE,62000.0,Source Verified,21.72,11.98,0,other,11.034905792929415,3.1232455938529506,119.0,5,129.0,3,0,0,1,100.0,1,11.98,14161.0,1,Perfect,0.0,0.0,1,credit_card,individual,10000,222.35,11.98
1474,0.0,AZ,RENT,34000.0,Source Verified,14.05,20.39,1,other,10.434145214930487,2.711377991194885,119.0,5,129.0,3,1,6000,0,100.0,0,20.39,14161.0,1,Perfect,8.699681400989514,0.6931471805599453,0,debt_consolidation,individual,20000,534.23,20.39
1475,6.0,TX,OWN,63360.0,Verified,17.37,7.97,0,TX,11.056603809192042,2.9107188992270343,7.0,0,28.0,2,1,5000,0,88.9,0,7.97,49.0,0,Moderate Risk,8.517393171418904,0.6931471805599453,0,other,individual,10000,313.23,7.97
1476,10.0,NE,RENT,30000.0,Source Verified,22.0,16.02,1,other,10.308985993422082,3.1354942159291497,21.0,0,129.0,3,0,0,0,85.0,0,16.02,441.0,1,Moderate Risk,0.0,0.0,0,debt_consolidation,individual,15000,527.51,16.02
1477,6.0,NC,MORTGAGE,108000.0,Not Verified,9.63,14.07,0,other,11.58989576532275,2.363680192353857,119.0,2,129.0,11,2,25600,7,100.0,1,14.07,14161.0,1,Perfect,10.150386692204734,1.0986122886681098,1,debt_consolidation,individual,40000,932.19,14.07
1478,2.0,PA,RENT,29000.0,Verified,10.89,21.45,1,other,10.275085591132715,2.4756977107026903,119.0,2,129.0,1,1,3000,0,100.0,0,21.45,14161.0,1,Perfect,8.006700845440367,0.6931471805599453,0,other,individual,1500,56.86,21.45
1479,1.0,WI,RENT,27000.0,Not Verified,18.22,6.08,1,other,10.203629181337648,2.9559514035421466,119.0,0,129.0,1,4,27400,2,100.0,0,6.08,14161.0,1,Perfect,10.21833478806055,1.6094379124341003,0,credit_card,individual,3500,106.61,6.08
1480,10.0,TX,MORTGAGE,125000.0,Source Verified,12.03,6.71,0,TX,11.736077016252437,2.567254391136754,119.0,3,129.0,7,2,53200,5,100.0,0,6.71,14161.0,1,Perfect,10.881832472145556,1.0986122886681098,0,debt_consolidation,individual,21000,645.64,6.71
1481,1.0,AZ,MORTGAGE,155000.0,Source Verified,27.84,15.04,0,other,11.951186847493476,3.3617633124167483,119.0,2,129.0,5,10,65200,6,100.0,0,15.04,14161.0,1,Perfect,11.08523008522044,2.3978952727983707,0,debt_consolidation,individual,14650,508.14,15.04
1482,1.0,CO,RENT,47000.0,Source Verified,31.92,18.45,1,other,10.757924157061597,3.494080375808869,119.0,0,129.0,5,1,7000,0,100.0,0,18.45,14161.0,1,Perfect,8.853808274977197,0.6931471805599453,0,debt_consolidation,individual,20000,512.78,18.45
1483,6.0,NJ,OWN,24000.0,Not Verified,23.2,18.45,0,NJ,10.085850775128717,3.186352633162641,119.0,3,129.0,6,1,13500,3,100.0,1,18.45,14161.0,1,Perfect,9.510519035757246,0.6931471805599453,1,debt_consolidation,individual,12000,307.67,18.45
1484,9.0,ME,MORTGAGE,35000.0,Verified,18.66,13.59,0,other,10.463131911491967,2.9785861147190205,119.0,5,129.0,9,3,13700,3,100.0,0,13.59,14161.0,1,Perfect,9.525224101853109,1.3862943611198906,0,home_improvement,individual,20000,461.13,13.59
1485,3.0,NC,MORTGAGE,100000.0,Source Verified,12.67,13.58,0,other,11.51293546492023,2.6152036507358583,119.0,1,129.0,6,4,28000,1,100.0,0,13.58,14161.0,1,Perfect,10.239995502805316,1.6094379124341003,0,credit_card,individual,24000,815.38,13.58
1486,6.0,CA,RENT,85500.0,Not Verified,6.58,13.59,1,CA,11.356283350762888,2.0255131996542803,119.0,0,129.0,0,5,22100,0,100.0,0,13.59,14161.0,1,Perfect,10.003378135350923,1.791759469228055,0,credit_card,joint,30000,691.69,13.59
1487,6.0,MA,RENT,27000.0,Verified,5.61,15.05,1,other,10.203629181337648,1.888583653863595,119.0,1,129.0,5,4,5400,0,100.0,0,15.05,14161.0,1,Perfect,8.594339400592892,1.6094379124341003,0,debt_consolidation,individual,8000,277.52,15.05
1488,6.0,CA,OWN,120000.0,Verified,16.0,7.34,0,CA,11.695255355062795,2.833213344056216,119.0,1,129.0,3,4,100300,1,100.0,0,7.34,14161.0,1,Perfect,11.515930943990057,1.6094379124341003,0,debt_consolidation,joint,40000,798.49,7.34
1489,3.0,NY,RENT,45000.0,Not Verified,24.91,19.03,1,NY,10.714439990727769,3.2546289945740186,119.0,0,129.0,3,4,13700,0,100.0,0,19.03,14161.0,1,Perfect,9.525224101853109,1.6094379124341003,0,debt_consolidation,individual,15000,389.36,19.03
1490,10.0,AZ,RENT,102004.0,Verified,14.49,19.42,1,other,11.53277711067283,2.740194654428777,119.0,1,129.0,4,2,9000,0,100.0,0,19.42,14161.0,1,Perfect,9.105090961257085,1.0986122886681098,0,debt_consolidation,individual,32000,837.52,19.42
1491,10.0,IL,MORTGAGE,180000.0,Source Verified,9.31,9.92,0,IL,12.100717685412471,2.333114298028869,54.0,2,61.0,7,8,88400,2,85.3,0,9.92,2916.0,0,Moderate Risk,11.389638560778947,2.1972245773362196,0,credit_card,individual,8500,273.96,9.92
1492,10.0,OH,MORTGAGE,54000.0,Source Verified,30.71,7.97,0,OH,10.896757843893464,3.456632088550256,119.0,1,129.0,2,4,37600,1,100.0,0,7.97,14161.0,1,Perfect,10.534785924769006,1.6094379124341003,0,debt_consolidation,joint,16000,501.17,7.97
1493,10.0,MD,RENT,40000.0,Not Verified,24.27,9.44,1,other,10.596659732783579,3.2296179214001026,119.0,0,129.0,0,4,52400,0,100.0,0,9.44,14161.0,1,Perfect,10.866680954096502,1.6094379124341003,0,debt_consolidation,individual,10000,320.05,9.44
1494,10.0,OK,MORTGAGE,160482.0,Not Verified,36.19,7.96,0,other,11.98594329693928,3.6160399079369787,119.0,0,129.0,4,5,54900,5,100.0,0,7.96,14161.0,1,Perfect,10.91328684226798,1.791759469228055,0,debt_consolidation,individual,12000,375.82,7.96
1495,10.0,AZ,MORTGAGE,32000.0,Verified,2.51,15.05,0,other,10.373522431293592,1.2556160374777743,47.0,5,48.0,7,3,17000,1,81.3,0,15.05,2209.0,0,Moderate Risk,9.741027444837728,1.3862943611198906,0,other,individual,12500,297.71,15.05
1496,10.0,FL,RENT,41000.0,Not Verified,8.99,7.35,1,FL,10.62135173563291,2.301584592660462,35.0,0,80.0,2,4,28500,0,88.9,0,7.35,1225.0,0,Moderate Risk,10.25769445336048,1.6094379124341003,0,debt_consolidation,individual,1000,31.04,7.35
1497,3.0,NJ,RENT,200000.0,Source Verified,2.28,7.35,1,NJ,12.206077645517674,1.1878434223960523,119.0,0,129.0,2,3,24300,0,100.0,0,7.35,14161.0,1,Perfect,10.098272780745283,1.3862943611198906,0,debt_consolidation,individual,40000,1241.5,7.35
1498,10.0,IL,MORTGAGE,106080.0,Not Verified,22.79,18.06,0,IL,11.571958232222919,3.1692653243148663,119.0,0,129.0,0,5,49000,3,100.0,0,18.06,14161.0,1,Perfect,10.799595985047786,1.791759469228055,0,debt_consolidation,individual,35000,889.92,18.06
1499,3.0,NJ,RENT,30000.0,Not Verified,8.92,13.59,1,NJ,10.308985993422082,2.2945529212967815,33.0,0,33.0,3,4,5000,0,60.0,0,13.59,1089.0,0,High Risk,8.517393171418904,1.6094379124341003,0,debt_consolidation,individual,6200,210.67,13.59
1500,6.0,IL,MORTGAGE,55000.0,Not Verified,18.68,6.71,0,IL,10.915106645867503,2.9796028916241073,119.0,2,129.0,5,5,68500,3,100.0,0,6.71,14161.0,1,Perfect,11.134603622683905,1.791759469228055,0,credit_card,individual,15000,461.18,6.71
1501,10.0,NJ,MORTGAGE,70566.0,Not Verified,15.18,6.08,0,NJ,11.164317892109255,2.7837759116303458,119.0,1,129.0,1,5,56900,2,100.0,0,6.08,14161.0,1,Perfect,10.949068194652432,1.791759469228055,0,other,individual,6000,182.75,6.08
1502,6.0,IL,OWN,43000.0,Not Verified,31.37,17.47,0,IL,10.668978650219241,3.477232067938153,119.0,0,129.0,1,4,29700,0,100.0,0,17.47,14161.0,1,Perfect,10.298935994257638,1.6094379124341003,0,debt_consolidation,individual,5000,179.44,17.47
1503,5.0,OH,MORTGAGE,88251.0,Verified,0.27,15.05,0,OH,11.387951637428262,0.23901690047049992,119.0,1,129.0,3,1,7800,1,100.0,0,15.05,14161.0,1,Perfect,8.962007209588313,0.6931471805599453,0,major_purchase,individual,40000,952.65,15.05
1504,2.0,WI,MORTGAGE,55000.0,Not Verified,11.37,7.34,0,other,10.915106645867503,2.5152741864043966,119.0,1,129.0,5,6,41800,2,100.0,0,7.34,14161.0,1,Perfect,10.640675541671662,1.9459101490553132,0,debt_consolidation,individual,19000,379.28,7.34
1505,2.0,NY,RENT,45000.0,Not Verified,16.34,12.61,1,NY,10.714439990727769,2.853015971352396,12.0,0,17.0,0,3,7000,0,92.3,0,12.61,144.0,0,Moderate Risk,8.853808274977197,1.3862943611198906,0,debt_consolidation,individual,10000,335.07,12.61
1506,4.0,SD,MORTGAGE,50000.0,Source Verified,37.3,7.35,0,other,10.819798284210286,3.6454498961866,119.0,4,129.0,3,5,22300,6,100.0,0,7.35,14161.0,1,Perfect,10.012386799492118,1.791759469228055,0,debt_consolidation,joint,39600,1229.09,7.35
1507,2.0,TX,RENT,55000.0,Source Verified,13.38,9.93,1,TX,10.915106645867503,2.6658383522929006,119.0,0,129.0,1,2,28300,0,100.0,0,9.93,14161.0,1,Perfect,10.250652418696085,1.0986122886681098,0,other,individual,16000,339.41,9.93
1508,5.0,FL,RENT,40000.0,Source Verified,24.72,18.45,1,FL,10.596659732783579,3.2472688993694185,119.0,0,129.0,4,2,11300,0,100.0,0,18.45,14161.0,1,Perfect,9.332646496360152,1.0986122886681098,0,debt_consolidation,individual,6000,218.28,18.45
1509,10.0,CA,RENT,65000.0,Not Verified,10.67,18.06,1,CA,11.082157933374816,2.4570214462984645,11.0,4,11.0,8,2,9500,0,81.0,0,18.06,121.0,0,Moderate Risk,9.15915233520675,1.0986122886681098,0,home_improvement,individual,6000,217.1,18.06
1510,10.0,NE,MORTGAGE,18400.0,Source Verified,43.57,20.39,0,other,9.820160289946374,3.7970609869584644,37.0,0,129.0,1,4,9200,0,88.9,0,20.39,1369.0,1,Moderate Risk,9.127067452782361,1.6094379124341003,0,debt_consolidation,joint,25000,934.07,20.39
1511,1.0,NY,MORTGAGE,180000.0,Source Verified,0.17,7.35,0,NY,12.100717685412471,0.15700374880966478,23.0,7,129.0,2,1,52000,1,90.9,0,7.35,529.0,1,Moderate Risk,10.859018228147887,0.6931471805599453,0,major_purchase,individual,40000,1241.5,7.35
1512,6.0,FL,MORTGAGE,75000.0,Source Verified,17.39,16.02,0,FL,11.225256725762893,2.91180703861623,119.0,1,129.0,4,3,20900,1,100.0,1,16.02,14161.0,1,Perfect,9.94755228369823,1.3862943611198906,1,debt_consolidation,individual,25200,613.09,16.02
1513,10.0,AL,OWN,60000.0,Not Verified,18.74,5.32,0,other,11.002116507732017,2.9826470340053355,119.0,1,129.0,3,8,36000,1,100.0,0,5.32,14161.0,1,Perfect,10.491301994830229,2.1972245773362196,0,other,individual,10000,301.15,5.32
